vid	yid	start	end	raw-text	tokenized-text	gloss	split
U9B1s0HoQck-00:00:17.200-00:00:33.666	U9B1s0HoQck	00:00:17.200	00:00:33.666	The U.S. recorded over 52,000 new Covid-19 cases and 1,328 deaths on Wednesday.	the u.s. recorded over 52,000 new covid-19 cases and 1,328 deaths on wednesday	Yesterday Wednesday IX USA_fs  inform over 52 thousand people new cases_fs Covid-19 die+ yesterday what 1,328 people gone+. 	test
n3f7LSYur4s-00:01:45.400-00:01:51.466	n3f7LSYur4s	00:01:45.400	00:01:51.466	We moved into the Frederick, MD school.	we moved into the frederick md school	We move enter Frederick MD_fs  school.	test
YdiMaJrAOzY-00:00:15.366-00:00:20.666	YdiMaJrAOzY	00:00:15.366	00:00:20.666	This is what the sun looks like up close.	this is what the sun looks like up close	IX that picture that do-do sun look+like close-up.	test
YdiMaJrAOzY-00:12:21.500-00:12:28.466	YdiMaJrAOzY	00:12:21.500	00:12:28.466	Ivana said that Williams even went to watch one of Musign's performances in San Francisco.	ivana said that williams even went to watch one of musign 's performances in san francisco	Ivana_fs comment said that before Williams_fs did_fs go look 1 of_fs cl:7sh:M-to-S its performance in SFSF_fs.	test
Q4ssOiCoEZI-00:00:07.566-00:00:09.766	Q4ssOiCoEZI	00:00:07.566	00:00:09.766	Happy birthday, Alex!	happy birthday alex	Happy birthday Alex_fs.	test
Q4ssOiCoEZI-00:04:30.166-00:04:51.366	Q4ssOiCoEZI	00:04:30.166	00:04:51.366	The city has partnered up with hotels, train, bus, and car rental companies to require anyone who booked a stay in New York City to fill out a travel form so the Test & Trace corp can locate the travelers and monitor them.	the city has partnered up with hotels train bus and car rental companies to require anyone who booked a stay in new york city to fill out a travel form so the test & trace corp can locate the travelers and monitor them	NYC_fs IX partner with hotel, train bus_fs car rent Co_fs IX+ partner with any them travel that+IX go reservation their stay IX that you-all travel+person must fill-out travel form so_fs IX test and trace_fs corps_fs IX can know where they travel+person are_fs and continue watch them.	test
ve2SjPdhxv4-00:00:17.133-00:00:18.700	ve2SjPdhxv4	00:00:17.133	00:00:18.700	Deaf Film Camp!	deaf film camp	Deaf film camp.	test
pimixabgzlc-00:01:58.266-00:02:03.066	pimixabgzlc	00:01:58.266	00:02:03.066	We are a sponsor for this Deaf studies conference because next year it will be our 40th anniversary.	we are a sponsor for this deaf studies conference because next year it will be our 40th anniversary	I them support deaf study why we setup as_fs next-year have 40 th_fs anniversary.	test
pimixabgzlc-00:03:09.066-00:03:14.333	pimixabgzlc	00:03:09.066	00:03:14.333	We are thankful to be here, and also to the Saudi club for their help.	we are thankful to be here and also to the saudi club for their help	Thank+ IX study why have specific Saudi specific help with Saudi club_fs thank++.	test
pimixabgzlc-00:04:30.033-00:04:31.666	pimixabgzlc	00:04:30.033	00:04:31.666	It’s really nice here!	it ’s really nice here	Area nice (2h)thumbs-up.	test
pimixabgzlc-00:05:07.666-00:05:10.033	pimixabgzlc	00:05:07.666	00:05:10.033	Let’s stop this and have Deaf take the lead.	let ’s stop this and have deaf take the lead	Wave-no+ deaf take-over lead.	test
mNF1kg9azQw-00:10:35.266-00:10:51.300	mNF1kg9azQw	00:10:35.266	00:10:51.300	Lauricella said they saw an incident of Silvay being on top of Ramirez and a small bruise the next day on her lip.	lauricella said they saw an incident of silvay being on top of ramirez and a small bruise the next day on her lip	Lauricella_fs report-me IX said IX past saw one-time happen what? IX Silvay_fs cl:1-on-1 on top of_fs Ramirez_fs plus said next day saw small bruise_fs on her lips saw.	test
mNF1kg9azQw-00:11:07.133-00:11:13.566	mNF1kg9azQw	00:11:07.133	00:11:13.566	He said there is a lot more to it and that he is not a bad person.	he said there is a lot more to it and that he is not a bad person	Said real have much more to it_fs expand around-1 said specific is_fs not a_fs bad person.	test
mNF1kg9azQw-00:12:10.633-00:12:22.000	mNF1kg9azQw	00:12:10.633	00:12:22.000	There was a viral story by a woman, Hazel, who described her experiences of being in a violent relationship.	there was a viral story by a woman hazel who described her experiences of being in a violent relationship	Spread viral_fs spread 1 woman IX name Hazel_fs IX comment quote describe her experience of_fs through DV_fs relationship.	test
mNF1kg9azQw-00:12:26.066-00:12:35.200	mNF1kg9azQw	00:12:26.066	00:12:35.200	She mentioned that there were bystanders, individuals who saw things but did not intervene.	she mentioned that there were bystanders individuals who saw things but did not intervene	IX did_fs mention have bystanders_fs 1-around people who saw but not involve.  	test
mNF1kg9azQw-00:14:18.100-00:14:28.366	mNF1kg9azQw	00:14:18.100	00:14:28.366	How would you recommend people to respond to others who create a vlog that reveals previous experiences?	how would you recommend people to respond to others who create a vlog that reveals previous experiences	Wondering how IX recommend people response to another++ who vlog cl:open-up experience past	test
mNF1kg9azQw-00:20:58.266-00:21:01.733	mNF1kg9azQw	00:20:58.266	00:21:01.733	There could be rain, cold, hot, then cold again.	there could be rain cold hot then cold again	Rain cold hot then_fs again cold.	test
mNF1kg9azQw-00:26:11.266-00:26:20.633	mNF1kg9azQw	00:26:11.266	00:26:20.633	If you are interested, an article by MTV lists out all the various ways of how you can support the Native Hawaiians. 	if you are interested an article by mtv lists out all the various ways of how you can support the native hawaiians	If IX interest have article by MTV that list different list different way+ how IX can support native_fs Hawaii+person.	test
rlUUw27_6kM-00:07:57.466-00:08:10.566	rlUUw27_6kM	00:07:57.466	00:08:10.566	In separate but related news, an American Special Forces soldier in eastern Afghanistan was killed in action today.	in separate but related news an american special forces soldier in eastern afghanistan was killed in action today	Now will separate but related news_fs IX one American Special Forces_fs military +person IX in east Afghanistan IX die killed_fs in action_fs today. 	test
rlUUw27_6kM-00:16:32.633-00:16:42.666	rlUUw27_6kM	00:16:32.633	00:16:42.666	Now, while we're doing this, we can use it as a learning tool to simulate what you might encounter in the real world.	now while we 're doing this we can use it as a learning tool to simulate what you might encounter in the real world	Same-time learn++ oh-I-see what real world is_fs same IX learn oh-I-see feel comfortable do-do_fs answer I feel comfortable to solve that situation.	test
rlUUw27_6kM-00:17:43.300-00:17:51.533	rlUUw27_6kM	00:17:43.300	00:17:51.533	Some schools might cover math, science and STEM, but what about self-advocacy and especially understanding the Deaf experience.	some schools might cover math science and stem but what about self advocacy and especially understanding the deaf experience	School not cover IX know school IX cover math, science, STEM_fs, diversity but specific self-advocate and especially that deaf experience. 	test
Asw-hzCFpsk-00:02:47.466-00:02:52.533	Asw-hzCFpsk	00:02:47.466	00:02:52.533	Just yesterday I reported that it was over 6,000 infected and 132 dead.	just yesterday i reported that it was over 6,000 infected and 132 dead	specific yesterday I comment 6 thousand sick+ and 132 dead. 	test
lWRvh9R2Cxg-00:04:35.100-00:04:43.566	lWRvh9R2Cxg	00:04:35.100	00:04:43.566	There is now a one-year waiting period before the withdrawal is complete.	there is now a one-year waiting period before the withdrawal is complete	Now going-forward one year waiting period going-forward before that withdraw leave true-biz end. 	test
lWRvh9R2Cxg-00:09:07.433-00:09:11.700	lWRvh9R2Cxg	00:09:07.433	00:09:11.700	ABC News reported that jury selection is today, while opening statements will happen tomorrow.	abc news reported that jury selection is today while opening statements will happen tomorrow	ABC_fs News_fs report now do-do jury (alt)selection+.	test
lWRvh9R2Cxg-00:11:37.466-00:11:50.366	lWRvh9R2Cxg	00:11:37.466	00:11:50.366	The sports are curling, alpine skiing, cross country skiing, snowboard, ice hockey, and chess.	the sports are curling alpine skiing cross country skiing snowboard ice hockey and chess	IX sport what cl:1-of-5 curling_fs cl:2-of-5 alpine_fs ski cl:3-of-5  CC_fsj ski cl:4-of-5 snow snowboard cl:5-of-5 ice_fs hockey and cl:1-of-5 chess_fs.	test
lWRvh9R2Cxg-00:12:21.266-00:12:31.366	lWRvh9R2Cxg	00:12:21.266	00:12:31.366	Chiavenna is about 120 kilometers north of Milan and is close to the Switzerland border.	chiavenna is about 120 kilometers north of milan and is close to the switzerland border	Specific Chiavenna_fs specific about 120 KM_fs north of_fs Milan Milan_fs specific area close to Switzerland border_fs cl:border.	test
8lvz5LG50wc-00:00:41.766-00:00:55.233	8lvz5LG50wc	00:00:41.766	00:00:55.233	The 300 Americans were placed on two charter flights and arrived at military bases in California and Texas.	the 300 americans were placed on two charter flights and arrived at military bases in california and texas	They 300 American group-travel cl:group-split 2 chart_fs (2h)cl:fly  arrive military bases_fs in California and cl:2-of-2 Texas. 	test
8lvz5LG50wc-00:02:02.300-00:02:25.033	8lvz5LG50wc	00:02:02.300	00:02:25.033	There is another ship that is impacted by COVID-19 - a Holland America ship that finally docked in Cambodia after being denied by five Asian countries.	there is another ship that is impacted by covid-19 - a holland america ship that finally docked in cambodia after being denied by five asian countries	Have other big boat impact from IX COVID_fs  19 IX+ Holland Holland_fs America ship IX past pah cl:dock dock_fs in Cambodia_fs IX after they 5 different Asian country, no+ forbid cl:struggle-dock+dock.	test
8lvz5LG50wc-00:09:52.000-00:10:10.766	8lvz5LG50wc	00:09:52.000	00:10:10.766	"Bloomberg has said as recently as January that the ""stop and frisk"" policy was effective and helped to reduce the city's murder rate by taking away guns."	bloomberg has said as recently as january that the stop and frisk policy was effective and helped to reduce the city 's murder rate by taking away guns	IX Bloomberg_fs IX recent past Jan_fs IX comment said that stop and frisk policy IX effective past comment IX said help reduce city its murder rate_fs why less (alt)take+ guns_fs. 	test
8lvz5LG50wc-00:12:39.133-00:12:45.766	8lvz5LG50wc	00:12:39.133	00:12:45.766	About 1,000 homes have been flooded and many more are threatened.	about 1,000 homes have been flooded and many more are threatened	About 1 thousand home finish water+flood+ many more home threat.	test
8lvz5LG50wc-00:16:32.566-00:16:34.133	8lvz5LG50wc	00:16:32.566	00:16:34.133	That is all for today.	that is all for today	That-all today.	test
CNvItMnGsqQ-00:08:08.300-00:08:17.666	CNvItMnGsqQ	00:08:08.300	00:08:17.666	He is right-handed so many are hopeful he will make a full recovery so he can continue to bake cakes.	he is right handed so many are hopeful he will make a full recovery so he can continue to bake cakes	IX right hand cl:right-hand many people (2h)look-at hope IX will recover back_fs normal IX can continue bake cake cook.	test
jsOSzFyx8RA-00:00:04.733-00:00:10.033	jsOSzFyx8RA	00:00:04.733	00:00:10.033	Many of us including myself watched all 8 episodes.	many of us including myself watched all 8 episodes	Many us include myself watch-all all 8 episodes_fs.	test
jsOSzFyx8RA-00:00:43.466-00:00:54.100	jsOSzFyx8RA	00:00:43.466	00:00:54.100	I feel like this was a really good way to show the mainstream that Deaf people are really just normal.	i feel like this was a really good way to show the mainstream that deaf people are really just normal	Feel like IX really good way to show public the mainstream_fs that deaf people really only as normal.	test
jsOSzFyx8RA-00:00:59.000-00:01:11.666	jsOSzFyx8RA	00:00:59.000	00:01:11.666	The show doesn't focus much on audism but rather who you are as a person and how you navigate through life as a person who is Deaf.	the show does n't focus much on audism but rather who you are as a person and how you navigate through life as a person who is deaf	IX show not much about same cl:ear-box but (1h)quote (hon)1 who IX are_fs as a+person how IX navigate navigate_fs through life as+person plus deaf too.	test
jsOSzFyx8RA-00:03:14.733-00:03:18.400	jsOSzFyx8RA	00:03:14.733	00:03:18.400	We were truly authentic.	we were truly authentic	Honest a-lot honest we were_fs being_fs ourselves. 	test
jsOSzFyx8RA-00:06:15.500-00:06:22.733	jsOSzFyx8RA	00:06:15.500	00:06:22.733	And then looking at myself, I'm an alumni student athlete for the same team and they don't help me know.	and then looking at myself i 'm an alumni student athlete for the same team and they do n't help me know	Then I I alumni student athlete for same team IX not help me know. 	test
jsOSzFyx8RA-00:08:27.000-00:08:29.500	jsOSzFyx8RA	00:08:27.000	00:08:29.500	It showed that these things are a part of the human experience, period.	it showed that these things are a part of the human experience period	Show (2h)that (2h)this (2h)human_fs (2h)experience (2h) period. 	test
